Ensembl	Name	Biotype	GeneLength	SumExonLength
ENSG00000272798	CTA-390C10.9	lincRNA	604	604
ENSG00000091428	RAPGEF4	protein_coding	317620	7161
ENSG00000272797	RP11-368I23.3	lincRNA	445	445
ENSG00000257178	MIR10A	sense_intronic	2630	2630
ENSG00000272796	RP1-74M1.3	lincRNA	4819	4819
ENSG00000164961	KIAA0196	protein_coding	67581	4784
ENSG00000257177	BX936369.1	pseudogene	127	126
ENSG00000272795	RP11-602N24.3	lincRNA	364	364
ENSG00000257179	HMGN2P6	pseudogene	273	273
ENSG00000272794	PCDHA9	protein_coding	164882	9563
ENSG00000233151	CYP21A2	protein_coding	3373	2637
ENSG00000257121	RP11-129B9.2	pseudogene	515	515
ENSG00000188938	FAM120AOS	protein_coding	7099	3717
ENSG00000257120	CTD-2503I6.1	antisense	5108	551
ENSG00000272759	VSTM1	protein_coding	23129	1238
ENSG00000272758	RP11-299J3.8	antisense	26974	2891
ENSG00000247796	CTD-2366F13.1	antisense	5285	3194
ENSG00000272760	RP11-5C23.1	antisense	963	963
ENSG00000164970	FAM219A	protein_coding	60387	3782
ENSG00000272768	RP4-673M15.1	antisense	1441	1441
ENSG00000257127	CLLU1	protein_coding	9472	6810
ENSG00000233159	AC007390.4	pseudogene	356	356
ENSG00000164976	KIAA1161	protein_coding	10184	6398
ENSG00000272767	JMJD1C-AS1	antisense	1335	1335
ENSG00000257126	RP11-966I7.1	antisense	36195	874
ENSG00000233158	RPS24P6	pseudogene	400	400
ENSG00000257129	RP11-554D14.1	pseudogene	2218	2218
ENSG00000272766	KRTAP12-2	protein_coding	739	739
ENSG00000164978	NUDT2	protein_coding	14206	1073
ENSG00000257128	RP11-2A1.1	pseudogene	957	465
ENSG00000233157	RP3-388M5.8	pseudogene	712	712
ENSG00000272765	NDUFA6	protein_coding	5431	1416
ENSG00000272764	RP11-318E3.9	lincRNA	457	276
ENSG00000233156	HSFY8P	pseudogene	803	318
ENSG00000257123	BX927168.1	protein_coding	375	375
ENSG00000233155	HMGA1P8	pseudogene	321	321
ENSG00000164972	C9orf24	protein_coding	18814	1439
ENSG00000257122	RRN3P3	pseudogene	18947	3269
ENSG00000272763	RP11-357H14.17	lincRNA	11101	1596
ENSG00000233154	RP4-655J12.4	lincRNA	55119	1701
ENSG00000272762	RP11-155D18.14	protein_coding	13716	539
ENSG00000164975	SNAPC3	protein_coding	43250	6684
ENSG00000257125	KRT127P	pseudogene	1844	433
ENSG00000233153	UBE2E2-AS1	antisense	7509	532
ENSG00000272761	RP11-572C15.6	lincRNA	5109	5109
ENSG00000257124	RP11-384P14.1	lincRNA	711	569
ENSG00000233163	RP11-259F16.3	pseudogene	377	377
ENSG00000233162	MORF4L1P6	pseudogene	268	268
ENSG00000257110	AL354808.1	pseudogene	127	126
ENSG00000233161	DHFRP2	pseudogene	547	547
ENSG00000233160	HNRNPA1P2	pseudogene	960	960
ENSG00000272769	RP11-725P16.2	lincRNA	1682	1682
ENSG00000174307	PHLDA3	protein_coding	3746	2029
ENSG00000174306	ZHX3	protein_coding	139225	11621
ENSG00000091490	SEL1L3	protein_coding	116328	7483
ENSG00000272771	AC012314.8	antisense	5832	4158
ENSG00000272770	RP11-74E22.5	antisense	1784	626
ENSG00000257119	EEF1B2P4	pseudogene	702	348
ENSG00000188933	USP32P1	pseudogene	17967	7676
ENSG00000272779	LL22NC03-80A10.6	pseudogene	7178	1121
ENSG00000257115	OR11H12	protein_coding	1085	1085
ENSG00000272778	RP11-337C18.10	processed_transcript	79474	573
ENSG00000188931	C1orf192	protein_coding	3144	774
ENSG00000272777	RP11-571L19.8	lincRNA	870	870
ENSG00000233169	C6orf47-AS1	processed_transcript	2394	673
ENSG00000164989	CCDC171	protein_coding	508767	15223
ENSG00000272776	AL662890.7	miRNA	64	64
ENSG00000233168	OR2U1P	pseudogene	1377	879
ENSG00000233167	EEF1A1P26	pseudogene	1363	1363
ENSG00000188937	NYX	protein_coding	28277	2988
ENSG00000272775	AC012314.20	antisense	518	410
ENSG00000272774	RP11-433A10.3	lincRNA	532	532
ENSG00000164983	TMEM65	protein_coding	60703	3228
ENSG00000257114	RP11-25I15.3	lincRNA	24636	735
ENSG00000272773	UBE2G2	protein_coding	32980	6928
ENSG00000272772	CTD-2410N18.5	protein_coding	58902	483
ENSG00000164985	PSIP1	protein_coding	46954	6768
ENSG00000257113	RP11-274M17.2	pseudogene	280	280
ENSG00000233164	C6orf136	protein_coding	6166	2080
ENSG00000091482	SMPX	protein_coding	52192	1040
ENSG00000257141	RP11-554D14.7	lincRNA	2173	452
ENSG00000233173	VN1R34P	pseudogene	883	883
ENSG00000233172	RP11-12A20.6	pseudogene	193	193
ENSG00000091483	FH	protein_coding	22159	2142
ENSG00000233171	RP11-459O16.3	pseudogene	735	735
ENSG00000257142	RP11-536C10.19	pseudogene	172	172
ENSG00000233170	RP11-863K10.4	pseudogene	669	669
ENSG00000272739	TSEN34	protein_coding	3797	2736
ENSG00000272738	AC012314.19	pseudogene	327	327
ENSG00000272737	AC005754.8	lincRNA	2086	2086
ENSG00000272736	RP11-799N11.1	antisense	154731	769
ENSG00000272746	RP11-53B2.6	sense_intronic	611	611
ENSG00000257149	AC127032.1	protein_coding	15796	342
ENSG00000272745	RP5-1007H16.1	lincRNA	672	672
ENSG00000257148	CR753819.1	protein_coding	118	39
ENSG00000272744	RP11-367N14.3	lincRNA	634	634
ENSG00000233179	RP11-536P6.3	lincRNA	2328	568
ENSG00000272743	CEACAM5	protein_coding	21214	3351
ENSG00000272742	CTB-43P18.1	antisense	5041	664
ENSG00000233178	RP11-88I18.2	antisense	10808	3448
ENSG00000272741	RP11-447L10.1	protein_coding	69993	708
ENSG00000233176	OR7E157P	pseudogene	911	911
ENSG00000257147	AL663093.1	protein_coding	3807	96
ENSG00000272740	RP11-285M22.3	lincRNA	15924	254
ENSG00000257146	RP11-813P10.1	pseudogene	247	247
ENSG00000233175	CTD-2020K17.3	antisense	3707	2293
ENSG00000233184	RP11-421L21.3	antisense	61388	2837
ENSG00000233183	RP3-468B3.2	lincRNA	34309	10366
ENSG00000233182	OR2H4P	pseudogene	944	944
ENSG00000233180	OR2B3	protein_coding	1106	1106
ENSG00000272749	TARM1	protein_coding	11486	1293
ENSG00000272748	RP11-222G7.2	lincRNA	521	521
ENSG00000272747	RP11-2H3.6	lincRNA	420	420
ENSG00000174325	DIRC1	protein_coding	55950	1037
ENSG00000174327	SLC16A13	protein_coding	4047	2087
ENSG00000174326	SLC16A11	protein_coding	2294	2041
ENSG00000257138	TAS2R38	protein_coding	1143	1143
ENSG00000272757	TMC4	protein_coding	13099	4421
ENSG00000257137	C12orf80	lincRNA	5272	1595
ENSG00000272756	PCDHA4	protein_coding	205271	5377
ENSG00000272755	RP11-326G21.1	antisense	565	565
ENSG00000272754	AL133245.2	lincRNA	1365	1365
ENSG00000257139	RP11-320P7.2	lincRNA	21667	578
ENSG00000188959	C9orf152	protein_coding	18142	2947
ENSG00000233189	RPL12P29	pseudogene	457	457
ENSG00000272753	RP11-285M22.2	pseudogene	1507	1507
ENSG00000188958	UTS2B	protein_coding	63369	3850
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	processed_transcript	31728	3816
ENSG00000272751	TAS2R12	pseudogene	940	940
ENSG00000272750	RP11-378J18.8	antisense	2646	2646
ENSG00000257135	RP11-320M2.1	lincRNA	2634	1753
ENSG00000233186	RP11-307I14.3	pseudogene	1185	1185
ENSG00000272719	CTB-161C1.1	antisense	515	515
ENSG00000272718	RP11-144O23.8	pseudogene	943	943
ENSG00000174332	GLIS1	protein_coding	227968	2812
ENSG00000272717	RP11-342I1.2	antisense	845	845
ENSG00000272716	RP11-563N4.1	lincRNA	712	712
ENSG00000272715	RP4-753F5.1	lincRNA	383	383
ENSG00000198301	SDAD1	protein_coding	50013	3491
ENSG00000272714	RP1-276J11.3	pseudogene	1034	381
ENSG00000198300	PEG3	protein_coding	30652	9284
ENSG00000198305	SPDYE8P	pseudogene	10054	3291
ENSG00000198307	H2AFB2	protein_coding	517	517
ENSG00000174339	OR2Y1	protein_coding	1058	1058
ENSG00000223791	UBE2E1-AS1	antisense	2882	778
ENSG00000223793	HLA-DQA2	protein_coding	5853	1500
ENSG00000223795	RP11-473E2.2	lincRNA	15971	450
ENSG00000223794	COX5BP8	pseudogene	349	349
ENSG00000188984	AADACL3	protein_coding	12609	4049
ENSG00000223797	ENTPD3-AS1	antisense	139528	2961
ENSG00000233119	XXbac-BCX196D17.5	processed_transcript	4698	389
ENSG00000233118	UBE2V1P8	pseudogene	265	265
ENSG00000223799	IL10RB-AS1	antisense	2388	2228
ENSG00000188981	MSANTD1	protein_coding	27370	7553
ENSG00000233117	LINC00702	lincRNA	42772	6785
ENSG00000223798	HCG4P3	pseudogene	996	996
ENSG00000272724	RP1-288H2.4	sense_intronic	7542	449
ENSG00000188987	HIST1H4D	protein_coding	367	367
ENSG00000233115	FAM90A11P	pseudogene	5230	2218
ENSG00000272723	TMC4	protein_coding	13099	4421
ENSG00000233114	RP4-533D7.3	pseudogene	226	226
ENSG00000188986	NELFB	protein_coding	18374	2698
ENSG00000272722	TFPT	protein_coding	8736	1240
ENSG00000272721	RP11-778D9.12	antisense	1220	386
ENSG00000188985	DHFRP1	pseudogene	1590	1590
ENSG00000233113	RPL7AP7	pseudogene	797	797
ENSG00000272720	CTA-228A9.3	lincRNA	1433	1433
ENSG00000233111	RAB1C	pseudogene	606	606
ENSG00000233110	RP11-301L8.2	antisense	6095	1789
ENSG00000272729	RP11-387A1.5	antisense	1553	1553
ENSG00000174343	CHRNA9	protein_coding	19889	3168
ENSG00000272728	TSPEAR	protein_coding	213687	4409
ENSG00000272727	RP11-142A22.4	lincRNA	5159	1151
ENSG00000272726	LENG1	protein_coding	4722	1542
ENSG00000272725	RP11-667F9.1	pseudogene	29116	535
ENSG00000247765	RP11-32B5.7	lincRNA	27005	2161
ENSG00000247763	RP11-447H19.1	pseudogene	1362	1362
ENSG00000174348	PODN	protein_coding	23321	4770
ENSG00000233129	RP5-837O21.2	pseudogene	766	766
ENSG00000188971	RP11-427H3.3	lincRNA	8536	8536
ENSG00000233128	AC007317.1	lincRNA	20966	549
ENSG00000272735	RP11-467P9.1	lincRNA	607	607
ENSG00000188976	NOC2L	protein_coding	15106	5539
ENSG00000272734	ADIRF-AS1	processed_transcript	5967	5748
ENSG00000233126	ZNF736P3Y	pseudogene	1949	1465
ENSG00000233125	ACTBP12	pseudogene	855	855
ENSG00000272733	KB-208E9.1	lincRNA	2980	1081
ENSG00000272732	RP5-1159O4.2	lincRNA	2337	1655
ENSG00000233124	LINC00456	lincRNA	7154	692
ENSG00000233123	LINC01007	lincRNA	6228	2641
ENSG00000272731	PCDHB1	protein_coding	2534	2534
ENSG00000233122	CTAGE7P	pseudogene	2823	2823
ENSG00000272730	AC079140.2	miRNA	109	109
ENSG00000233121	VN1R20P	pseudogene	966	966
ENSG00000233120	USP9YP15	pseudogene	1169	422
ENSG00000174353	STAG3L3	pseudogene	36219	3644
ENSG00000174358	SLC6A19	protein_coding	23523	5276
ENSG00000198324	FAM109A	protein_coding	8471	3361
ENSG00000198327	HIST1H4F	protein_coding	416	416
ENSG00000198326	TMEM239	protein_coding	5317	4235
ENSG00000247775	RP11-67M1.1	antisense	5571	2990
ENSG00000247774	PCED1B-AS1	processed_transcript	10559	3092
ENSG00000257109	OR4F28P	pseudogene	938	938
ENSG00000257108	NHLRC4	protein_coding	2500	2105
ENSG00000233139	RP11-38O23.4	pseudogene	2074	1669
ENSG00000272702	RP11-44N22.3	processed_transcript	2890	2890
ENSG00000233138	RP1-67K17.3	antisense	5317	349
ENSG00000257105	RP11-259O18.4	antisense	9392	496
ENSG00000272701	RP11-2E11.10	antisense	142	142
ENSG00000233137	RP11-220I1.1	lincRNA	10506	6338
ENSG00000272700	RP11-245C23.3	antisense	685	685
ENSG00000233136	USP17L11	protein_coding	1593	1593
ENSG00000233135	RPS27P18	pseudogene	247	247
ENSG00000233134	AC009960.7	pseudogene	344	344
ENSG00000257101	LRRC37A13P	pseudogene	287	287
ENSG00000233133	AC104451.2	pseudogene	176	176
ENSG00000233132	FAM90A3P	pseudogene	10633	2364
ENSG00000257103	LSM14A	protein_coding	57012	4748
ENSG00000233131	AC096649.1	pseudogene	393	393
ENSG00000233141	MAS1L	protein_coding	1265	1265
ENSG00000272709	RP11-458D21.6	lincRNA	554	554
ENSG00000233140	TAPSAR1	processed_transcript	2410	1951
ENSG00000272708	CEACAM4	protein_coding	8104	1364
ENSG00000272707	RP11-534C12.1	lincRNA	160	160
ENSG00000174365	SNHG11	processed_transcript	4344	2813
ENSG00000272706	GRIK5	protein_coding	71178	5014
ENSG00000272705	TSEN34	protein_coding	3797	2736
ENSG00000198312	BMS1P9	pseudogene	3577	885
ENSG00000272704	KRTAP10-10	protein_coding	1098	1098
ENSG00000272703	RP11-78A19.4	antisense	400	400
ENSG00000174368	PMS2P2	pseudogene	107358	1858
ENSG00000198315	ZKSCAN8	protein_coding	17563	7565
ENSG00000188991	SLC15A5	protein_coding	89201	2923
ENSG00000188994	ZNF292	protein_coding	111364	13128
ENSG00000188993	LRRC66	protein_coding	23919	3327
ENSG00000188992	LIPI	protein_coding	102033	1698
ENSG00000272713	AL662890.6	miRNA	108	108
ENSG00000233149	GTF2H4	protein_coding	5923	2353
ENSG00000233148	SYF2P2	pseudogene	583	583
ENSG00000272712	TAS2R8	protein_coding	1243	1243
ENSG00000233147	RP11-90C4.1	lincRNA	44442	645
ENSG00000272711	RP11-259N19.1	lincRNA	1333	1333
ENSG00000188997	KCTD21	protein_coding	17574	4164
ENSG00000272710	CTD-2026G6.3	lincRNA	39951	201
ENSG00000188996	HUS1B	protein_coding	1025	1025
ENSG00000233146	BPIFB5P	pseudogene	13101	1099
ENSG00000233145	RP11-364B14.1	lincRNA	770	582
ENSG00000233144	RP11-537A6.9	antisense	2064	401
ENSG00000233143	AC009492.1	lincRNA	53382	557
ENSG00000174255	ZNF80	protein_coding	2943	2943
ENSG00000198221	MLLT4-AS1	processed_transcript	2834	2362
ENSG00000198223	CSF2RA	protein_coding	41582	3830
ENSG00000198225	FKBP1C	protein_coding	1579	1579
ENSG00000223751	AC116609.2	lincRNA	5280	535
ENSG00000223750	SIRPB3P	pseudogene	42918	1216
ENSG00000223753	GHc-602D8.2	pseudogene	670	670
ENSG00000223752	ATAT1	protein_coding	19980	4035
ENSG00000223754	AC008073.9	antisense	1860	543
ENSG00000223757	VWA7	protein_coding	11742	3703
ENSG00000223756	TSSC2	pseudogene	28018	3666
ENSG00000223759	RP11-353N4.4	lincRNA	4293	1990
ENSG00000223758	RP11-347J14.4	pseudogene	415	415
ENSG00000150394	CDH8	protein_coding	389794	13529
ENSG00000247728	RP11-932O9.7	antisense	8776	970
ENSG00000198211	TUBB3	protein_coding	16928	2776
ENSG00000198217	OR51H2P	pseudogene	906	906
ENSG00000198216	CACNA1E	protein_coding	394982	17878
ENSG00000198218	QRICH1	protein_coding	64657	5499
ENSG00000223760	MED15P9	pseudogene	9797	2252
ENSG00000223761	RP11-57C13.4	lincRNA	14418	168
ENSG00000223764	RP11-54O7.3	lincRNA	4152	4152
ENSG00000188895	MSL1	protein_coding	14492	7270
ENSG00000223766	PRR3	protein_coding	6838	4281
ENSG00000223765	RP1-288M22.2	lincRNA	8041	452
ENSG00000223768	LINC00205	lincRNA	4070	1391
ENSG00000223767	RNF5	protein_coding	2440	1178
ENSG00000188897	CTD-3088G3.8	protein_coding	163743	12004
ENSG00000223769	RPS17P1	pseudogene	406	406
ENSG00000198242	RPL23A	protein_coding	4967	2824
ENSG00000174276	ZNHIT2	protein_coding	1296	1296
ENSG00000198246	SLC29A3	protein_coding	44128	2684
ENSG00000247735	CTD-2574D22.2	antisense	2098	1762
ENSG00000174279	EVX2	protein_coding	6442	4203
ENSG00000247732	RP11-404K5.1	pseudogene	5523	203
ENSG00000223771	SUMO2P1	pseudogene	284	284
ENSG00000223770	MIR1255B1	antisense	20779	2651
ENSG00000223773	CD99P1	pseudogene	47882	5921
ENSG00000223772	GEMIN8P3	pseudogene	720	720
ENSG00000223775	MRPS18B	protein_coding	8687	1888
ENSG00000223774	RP11-307B6.3	antisense	6137	671
ENSG00000223777	AC092162.2	pseudogene	434	434
ENSG00000223776	LGALS8-AS1	antisense	1440	1440
ENSG00000223779	RP11-403I13.4	lincRNA	25980	6772
ENSG00000174282	ZBTB4	protein_coding	24898	6026
ENSG00000198231	DDX42	protein_coding	45715	8521
ENSG00000149380	P4HA3	protein_coding	75857	4009
ENSG00000198237	RP11-98J23.2	pseudogene	103339	900
ENSG00000247746	USP51	protein_coding	4587	4407
ENSG00000223780	MEP1AP2	pseudogene	6782	1746
ENSG00000223782	RPS21P8	pseudogene	247	247
ENSG00000223781	RP11-95K23.6	lincRNA	20806	476
ENSG00000223784	RP11-554I8.2	lincRNA	1645	917
ENSG00000223783	AC124944.5	lincRNA	24212	943
ENSG00000223786	RP11-554D15.1	lincRNA	621277	669
ENSG00000233109	RP11-22C8.1	pseudogene	521	521
ENSG00000233108	AC006042.7	antisense	11721	568
ENSG00000233107	SUCLA2P2	pseudogene	1309	1309
ENSG00000223788	DIS3L2P1	pseudogene	5385	559
ENSG00000223787	RP4-593M8.1	pseudogene	346	346
ENSG00000233106	RPL12P3	pseudogene	396	396
ENSG00000233105	AC103563.4	pseudogene	364	364
ENSG00000233103	RP11-524P6.1	lincRNA	6954	478
ENSG00000233101	HOXB-AS3	antisense	56785	1913
ENSG00000150361	KLHL1	protein_coding	407866	4115
ENSG00000198261	OR5BB1P	pseudogene	939	939
ENSG00000223709	TRIM64EP	pseudogene	7023	2976
ENSG00000174292	TNK1	protein_coding	9241	3860
ENSG00000198265	HELZ	protein_coding	175552	15677
ENSG00000223711	AC091633.3	antisense	6530	1041
ENSG00000223710	CRYGGP	pseudogene	145	145
ENSG00000223715	RP11-71G7.1	lincRNA	31390	1040
ENSG00000223714	RP5-1172N10.2	lincRNA	1040	835
ENSG00000223717	DNAJA1P1	pseudogene	1187	1187
ENSG00000223716	RP11-113O24.3	lincRNA	16004	399
ENSG00000223719	AC024162.2	pseudogene	770	432
ENSG00000223718	AC093107.7	pseudogene	615	615
ENSG00000198251	CTC-490E21.13	pseudogene	2378	660
ENSG00000198250	ANTXRL	protein_coding	43863	3098
ENSG00000198252	STYX	protein_coding	44819	4978
ENSG00000198258	UBL5	protein_coding	2224	1931
ENSG00000223720	RP5-1024N4.2	lincRNA	879	270
ENSG00000223722	RP11-467L13.5	pseudogene	405	405
ENSG00000223721	UQCRFS1P2	pseudogene	1456	722
ENSG00000223724	RAD17P2	pseudogene	2716	1977
ENSG00000223723	BX842568.2	pseudogene	1230	1230
ENSG00000223726	CTA-929C8.7	lincRNA	11056	578
ENSG00000223725	AC007879.5	antisense	289932	1284
ENSG00000223728	RP11-314N2.2	pseudogene	1398	1398
ENSG00000223727	AC026188.1	lincRNA	376610	1337
ENSG00000223729	RP11-145E17.2	lincRNA	1467	743
ENSG00000198284	NUP210P1	pseudogene	11331	1194
ENSG00000198283	OR5B21	protein_coding	931	931
ENSG00000198286	CARD11	protein_coding	137805	4707
ENSG00000125385	RP11-297B17.2	pseudogene	403	403
ENSG00000125384	PTGER2	protein_coding	14302	2473
ENSG00000150347	ARID5B	protein_coding	195645	8164
ENSG00000223731	SUPT20HL1	pseudogene	2664	2664
ENSG00000223730	RP1-127B20.4	pseudogene	925	925
ENSG00000223733	RPL18AP14	pseudogene	526	526
ENSG00000223732	RP11-321C24.1	lincRNA	101049	315
ENSG00000223735	OR51B3P	pseudogene	913	913
ENSG00000223734	RP11-644K8.1	antisense	2363	573
ENSG00000149357	LAMTOR1	protein_coding	17493	2778
ENSG00000223739	AC007389.2	pseudogene	306	306
ENSG00000223738	RP11-781E19.1	pseudogene	2205	2205
ENSG00000125386	FAM193A	protein_coding	107305	6174
ENSG00000125388	GRK4	protein_coding	77140	4686
ENSG00000247708	STX18-AS1	antisense	168808	6107
ENSG00000198277	RP11-468N14.09	pseudogene	9820	722
ENSG00000198276	UCKL1	protein_coding	16584	3105
ENSG00000247700	HLA-H	pseudogene	2723	1088
ENSG00000150337	FCGR1A	protein_coding	9848	2998
ENSG00000223740	RP11-760D2.4	pseudogene	686	686
ENSG00000223742	RP11-149B9.2	lincRNA	14864	756
ENSG00000223741	PSMD4P1	pseudogene	1429	1109
ENSG00000223744	RBMY2GP	pseudogene	15272	1034
ENSG00000223746	TCEB1P30	pseudogene	914	299
ENSG00000223745	RP4-717I23.3	processed_transcript	83840	4786
ENSG00000149346	SLX4IP	protein_coding	201527	1837
ENSG00000223747	C4B-AS1	processed_transcript	7277	787
ENSG00000125398	SOX9	protein_coding	5401	3935
ENSG00000223749	MIR503HG	lincRNA	3375	1757
ENSG00000198271	KRTAP4-5	protein_coding	877	877
ENSG00000198270	TMEM116	protein_coding	81885	5393
ENSG00000125363	AMELX	protein_coding	7349	835
ENSG00000101391	CDK5RAP1	protein_coding	42723	4567
ENSG00000198298	ZNF485	protein_coding	11497	2397
ENSG00000150316	CWC15	protein_coding	10990	2989
ENSG00000140990	NDUFB10	protein_coding	2468	1070
ENSG00000140995	DEF8	protein_coding	20136	6565
ENSG00000149328	GLB1L2	protein_coding	46468	7280
ENSG00000125375	ATP5S	protein_coding	23233	3664
ENSG00000125378	BMP4	protein_coding	9026	3082
ENSG00000140993	TIGD7	protein_coding	6898	4197
ENSG00000140992	PDPK1	protein_coding	65225	10933
ENSG00000101384	JAG1	protein_coding	36363	6292
ENSG00000139988	RDH12	protein_coding	32567	2356
ENSG00000139985	ADAM21	protein_coding	7749	2664
ENSG00000125347	IRF1	protein_coding	9190	7799
ENSG00000140988	RPS2	protein_coding	2809	2413
ENSG00000149313	AASDHPPT	protein_coding	23210	6183
ENSG00000140987	ZSCAN32	protein_coding	18981	4009
ENSG00000140986	RPL3L	protein_coding	13633	2758
ENSG00000149311	ATM	protein_coding	146619	22317
ENSG00000140983	RHOT2	protein_coding	6089	5174
ENSG00000125352	RNF113A	protein_coding	1295	1295
ENSG00000125351	UPF3B	protein_coding	18977	2531
ENSG00000140968	IRF8	protein_coding	23807	5162
ENSG00000139998	RAB15	protein_coding	26963	4379
ENSG00000139990	DCAF5	protein_coding	102270	8295
ENSG00000149308	NPAT	protein_coding	65428	7534
ENSG00000223700	AC104395.1	pseudogene	827	555
ENSG00000223702	ZDHHC20P2	pseudogene	429	429
ENSG00000223701	RAET1E-AS1	antisense	35078	605
ENSG00000223704	RP1-90L6.2	lincRNA	7153	6043
ENSG00000223703	AC027612.4	pseudogene	30714	2395
ENSG00000149300	C11orf52	protein_coding	8841	1800
ENSG00000125354	SEPT6	protein_coding	77647	6553
ENSG00000223705	NSUN5P1	pseudogene	6462	4822
ENSG00000125356	NDUFA1	protein_coding	5176	766
ENSG00000149305	HTR3B	protein_coding	41889	2314
ENSG00000223708	HCG4P5	pseudogene	993	993
ENSG00000223707	RP1-93L7.3	pseudogene	730	730
ENSG00000125355	TMEM255A	protein_coding	52907	3858
ENSG00000101350	KIF3B	protein_coding	57348	6103
ENSG00000115998	C2orf42	protein_coding	98736	3630
ENSG00000115993	TRAK2	protein_coding	74373	7595
ENSG00000140961	OSGIN1	protein_coding	18051	3460
ENSG00000101353	MROH8	protein_coding	78363	3880
ENSG00000140948	ZCCHC14	protein_coding	85800	7390
ENSG00000140945	CDH13	protein_coding	1169797	7146
ENSG00000139977	NAA30	protein_coding	25374	7653
ENSG00000066557	LRRC40	protein_coding	60816	2884
ENSG00000139973	SYT16	protein_coding	114629	3583
ENSG00000139974	SLC38A6	protein_coding	102620	5147
ENSG00000139971	C14orf37	protein_coding	298405	7565
ENSG00000139970	RTN1	protein_coding	274991	6209
ENSG00000101349	PAK7	protein_coding	301654	4929
ENSG00000140955	ADAD2	protein_coding	6031	4111
ENSG00000101347	SAMHD1	protein_coding	61615	5214
ENSG00000101346	POFUT1	protein_coding	30788	6426
ENSG00000125337	KIF25	protein_coding	48849	2797
ENSG00000101343	CRNKL1	protein_coding	21679	4567
ENSG00000140950	TLDC1	protein_coding	75959	6505
ENSG00000101342	TLDC2	protein_coding	18115	2553
ENSG00000140939	NOL3	protein_coding	5587	2997
ENSG00000140937	CDH11	protein_coding	182360	9920
ENSG00000139946	PELI2	protein_coding	183713	6278
